metric,tag,trainer_step,raw_value,smoothed_value
train_mean_reward,Reward / Total reward (mean),142400.0,88.75132751464844,88.39647993712086
train_mean_reward,Reward / Total reward (mean),143200.0,90.2747802734375,88.77214000438418
train_mean_reward,Reward / Total reward (mean),144000.0,87.23784637451172,88.46528127840969
train_mean_reward,Reward / Total reward (mean),144800.0,101.02696228027344,90.97761747878243
train_mean_reward,Reward / Total reward (mean),145600.0,93.51287841796875,91.4846696666197
train_mean_reward,Reward / Total reward (mean),146400.0,84.87051391601562,90.16183851649888
train_mean_reward,Reward / Total reward (mean),147200.0,91.30099487304688,90.38966978780847
train_mean_reward,Reward / Total reward (mean),148000.0,101.43607330322266,92.5989504908913
train_mean_reward,Reward / Total reward (mean),148800.0,99.31121063232422,93.94140251917787
train_mean_reward,Reward / Total reward (mean),149600.0,89.35679626464844,93.02448126827198
train_mean_reward,Reward / Total reward (mean),150400.0,98.03662109375,94.02690923336759
train_mean_reward,Reward / Total reward (mean),151200.0,99.2928466796875,95.08009672263157
train_mean_reward,Reward / Total reward (mean),152000.0,84.74624633789062,93.01332664568338
train_mean_reward,Reward / Total reward (mean),152800.0,84.2127456665039,91.25321044984749
train_mean_reward,Reward / Total reward (mean),153600.0,87.59304809570312,90.52117797901862
train_mean_reward,Reward / Total reward (mean),154400.0,89.04399108886719,90.22574060098833
train_mean_reward,Reward / Total reward (mean),155200.0,98.90876007080078,91.96234449495081
train_mean_reward,Reward / Total reward (mean),156000.0,97.03392028808594,92.97665965357784
train_mean_reward,Reward / Total reward (mean),156800.0,100.87066650390625,94.55546102364353
train_mean_reward,Reward / Total reward (mean),157600.0,41.86454391479492,84.01727760187381
train_mean_reward,Reward / Total reward (mean),158400.0,98.8541030883789,86.98464269917484
train_mean_reward,Reward / Total reward (mean),159200.0,87.34576416015625,87.05686699137112
train_mean_reward,Reward / Total reward (mean),160000.0,94.53055572509766,88.55160473811642
train_mean_reward,Reward / Total reward (mean),160800.0,76.51852416992188,86.1449886244775
train_mean_reward,Reward / Total reward (mean),161600.0,84.24717712402344,85.7654263243867
train_mean_reward,Reward / Total reward (mean),162400.0,92.32486724853516,87.0773145092164
train_mean_reward,Reward / Total reward (mean),163200.0,82.2248764038086,86.10682688813483
train_mean_reward,Reward / Total reward (mean),164000.0,97.58045959472656,88.40155342945317
train_mean_reward,Reward / Total reward (mean),164800.0,97.85501861572266,90.29224646670707
train_mean_reward,Reward / Total reward (mean),165600.0,88.07720184326172,89.849237542018
train_mean_reward,Reward / Total reward (mean),166400.0,85.86737823486328,89.05286568058705
train_mean_reward,Reward / Total reward (mean),167200.0,60.79885482788086,83.4020635100458
train_mean_reward,Reward / Total reward (mean),168000.0,96.28824615478516,85.97930003899367
train_mean_reward,Reward / Total reward (mean),168800.0,93.20357513427734,87.4241550580504
train_mean_reward,Reward / Total reward (mean),169600.0,81.66941833496094,86.2732077134325
train_mean_reward,Reward / Total reward (mean),170400.0,97.00067138671875,88.41870044808974
train_mean_reward,Reward / Total reward (mean),171200.0,75.54553985595703,85.8440683296632
train_mean_reward,Reward / Total reward (mean),172000.0,87.22660064697266,86.1205747931251
train_mean_reward,Reward / Total reward (mean),172800.0,73.12010192871094,83.52048022024226
train_mean_reward,Reward / Total reward (mean),173600.0,77.0533218383789,82.22704854386959
train_mean_reward,Reward / Total reward (mean),174400.0,90.6983642578125,83.92131168665817
train_mean_reward,Reward / Total reward (mean),175200.0,87.6827392578125,84.67359720088905
train_mean_reward,Reward / Total reward (mean),176000.0,73.48988342285156,82.43685444528155
train_mean_reward,Reward / Total reward (mean),176800.0,88.20659637451172,83.59080283112759
train_mean_reward,Reward / Total reward (mean),177600.0,81.46500396728516,83.1656430583591
train_mean_reward,Reward / Total reward (mean),178400.0,101.49638366699219,86.8317911800857
train_mean_reward,Reward / Total reward (mean),179200.0,81.88551330566406,85.84253560520138
train_mean_reward,Reward / Total reward (mean),180000.0,72.82218170166016,83.23846482449312
train_mean_reward,Reward / Total reward (mean),180800.0,79.939453125,82.57866248459449
train_mean_reward,Reward / Total reward (mean),181600.0,96.27765655517578,85.31846129871074
train_mean_reward,Reward / Total reward (mean),182400.0,70.87335205078125,82.42943944912486
train_mean_reward,Reward / Total reward (mean),183200.0,97.50847625732422,85.44524681076473
train_mean_reward,Reward / Total reward (mean),184000.0,92.66434478759766,86.8890664061313
train_mean_reward,Reward / Total reward (mean),184800.0,98.598876953125,89.23102851553006
